#sample	scf_id	pos	depth
s3	s3	163	23
s3	s3	164	42
s3	s3	165	36
s3	s3	166	6
s3	s3	167	12
s3	s3	168	18
s3	s3	169	33
s3	s3	170	16
s3	s3	171	38
s3	s3	172	31
s3	s3	173	7
s3	s3	174	4
s3	s3	175	28
s3	s3	176	3
s3	s3	177	43
s3	s3	178	41
s3	s3	179	15
s3	s3	180	48
s3	s3	181	9
s3	s3	182	13
s3	s3	183	40
s3	s3	184	4
s3	s3	185	1
s3	s3	186	47
s3	s3	187	46
s3	s3	188	22
s3	s3	189	36
s3	s3	190	23
s3	s3	191	21
s3	s3	192	12
s3	s3	193	22
s3	s3	194	26
s3	s3	195	19
s3	s3	196	23
s3	s3	197	23
s3	s3	198	31
s3	s3	199	45
s3	s3	200	36
s3	s3	201	36
s3	s3	202	24
s3	s3	203	50
s3	s3	204	46
s3	s3	205	15
s3	s3	206	16
s3	s3	207	29
s3	s3	208	8
s3	s3	209	6
s3	s3	210	10
s3	s3	211	34
s3	s3	212	11
s3	s3	213	31
s3	s3	214	10
s3	s3	215	7
s3	s3	216	15
s3	s3	217	29
s3	s3	218	40
s3	s3	219	42
s3	s3	220	28
s3	s3	221	34
s3	s3	222	28
s3	s3	223	46
s3	s3	224	46
s3	s3	225	18
s3	s3	226	50
s3	s3	227	20
s3	s3	228	15
s3	s3	229	15
s3	s3	230	5
s3	s3	231	38
s3	s3	232	15
s3	s3	233	46
s3	s3	234	19
s3	s3	235	28
s3	s3	236	5
s3	s3	237	23
s3	s3	238	10
s3	s3	239	8
s3	s3	240	43
s3	s3	241	20
s3	s3	242	9
s3	s3	243	16
s3	s3	244	15
s3	s3	245	5
s3	s3	246	8
s3	s3	247	26
s3	s3	248	18
s3	s3	249	42
s3	s3	250	1
s3	s3	251	3
s3	s3	252	24
s3	s3	253	27
s3	s3	254	19
s3	s3	255	13
s3	s3	256	23
s3	s3	257	15
s3	s3	258	2
s3	s3	259	27
s3	s3	260	19
s3	s3	261	9
s3	s3	262	1
s3	s3	263	31
s3	s3	264	39
s3	s3	265	46
s3	s3	266	24
s3	s3	267	1
s3	s3	268	32
s3	s3	269	43
s3	s3	270	36
s3	s3	271	42
s3	s3	272	25
s3	s3	273	14
s3	s3	274	9
s3	s3	275	49
s3	s3	276	29
s3	s3	277	12
s3	s3	278	13
s3	s3	279	43
s3	s3	280	48
s3	s3	281	37
s3	s3	282	33
s3	s3	283	32
s3	s3	284	4
s3	s3	285	17
s3	s3	286	27
s3	s3	287	38
s3	s3	288	18
s3	s3	289	26
s3	s3	290	23
s3	s3	291	1
s3	s3	292	2
s3	s3	293	24
s3	s3	294	1
s3	s3	295	36
s3	s3	296	45
s3	s3	297	18
s3	s3	298	5
s3	s3	299	18
s3	s3	300	26
s3	s3	301	26
s3	s3	302	34
s3	s3	303	5
s3	s3	304	13
s3	s3	305	14
s3	s3	306	27
s3	s3	307	4
s3	s3	308	29
s3	s3	309	9
s3	s3	310	20
s3	s3	311	44
s3	s3	312	23
s3	s3	313	5
s3	s3	314	42
s3	s3	315	16
s3	s3	316	49
s3	s3	317	32
s3	s3	318	39
s3	s3	319	41
s3	s3	320	43
s3	s3	321	6
s3	s3	322	11
s3	s3	323	38
s3	s3	324	29
s3	s3	325	9
s3	s3	326	28
s3	s3	327	3
s3	s3	328	40
s3	s3	329	32
s3	s3	330	37
s3	s3	331	26
s3	s3	332	46
s3	s3	333	22
s3	s3	334	26
s3	s3	335	7
s3	s3	336	8
s3	s3	337	11
s3	s3	338	38
s3	s3	339	40
s3	s3	340	41
s3	s3	341	37
s3	s3	342	47
s3	s3	343	28
s3	s3	344	38
s3	s3	345	2
s3	s3	346	4
s3	s3	347	8
s3	s3	348	49
s3	s3	349	9
s3	s3	350	38
s3	s3	351	25
s3	s3	352	2
s3	s3	353	4
s3	s3	354	25
s3	s3	355	21
s3	s3	356	43
s3	s3	357	45
s3	s3	358	37
s3	s3	359	23
s3	s3	360	12
s3	s3	361	20
s3	s3	362	49
s3	s3	363	21
s3	s3	364	8
s3	s3	365	33
s3	s3	366	50
s3	s3	367	24
s3	s3	368	11
s3	s3	369	10
s3	s3	370	32
s3	s3	371	6
s3	s3	372	8
s3	s3	373	30
s3	s3	374	44
s3	s3	375	39
s3	s3	376	10
s3	s3	377	18
s3	s3	378	3
s3	s3	379	41
s3	s3	380	2
s3	s3	381	22
s3	s3	382	44
s3	s3	383	44
s3	s3	384	41
s3	s3	385	4
s3	s3	386	30
s3	s3	387	31
s3	s3	388	43
s3	s3	389	49
s3	s3	390	46
s3	s3	391	29
s3	s3	392	13
s3	s3	393	46
s3	s3	394	28
s3	s3	395	5
s3	s3	396	34
s3	s3	397	49
s3	s3	398	19
s3	s3	399	50
s3	s3	400	45
s3	s3	401	1
s3	s3	402	6
s3	s3	403	15
s3	s3	404	48
s3	s3	405	27
s3	s3	406	6
s3	s3	407	10
s3	s3	408	33
s3	s3	409	2
s3	s3	410	27
s3	s3	411	25
s3	s3	412	5
s3	s3	413	48
s3	s3	414	25
s3	s3	415	30
s3	s3	416	5
s3	s3	417	10
s3	s3	418	49
s3	s3	419	5
s3	s3	420	3
s3	s3	421	25
s3	s3	422	45
s3	s3	423	12
s3	s3	424	18
s3	s3	425	47
s3	s3	426	28
s3	s3	427	10
s3	s3	428	18
s3	s3	429	3
s3	s3	430	4
s3	s3	431	44
s3	s3	432	20
s3	s3	433	42
s3	s3	434	12
s3	s3	435	9
s3	s3	436	37
s3	s3	437	6
s3	s3	438	27
s3	s3	439	17
s3	s3	440	20
s3	s3	441	11
s3	s3	442	21
s3	s3	443	27
s3	s3	444	3
s3	s3	445	40
s3	s3	446	48
s3	s3	447	7
s3	s3	448	35
s3	s3	449	39
s3	s3	450	26
s3	s3	451	20
s3	s3	452	29
s3	s3	453	39
s3	s3	454	38
s3	s3	455	27
s3	s3	456	14
s3	s3	457	12
s3	s3	458	38
s3	s3	459	26
s3	s3	460	32
s3	s3	461	32
s3	s3	462	41
s3	s3	463	35
s3	s3	464	3
s3	s3	465	6
s3	s3	466	34
s3	s3	467	43
s3	s3	468	38
s3	s3	469	24
s3	s3	470	12
s3	s3	471	13
s3	s3	472	28
s3	s3	473	26
s3	s3	474	32
s3	s3	475	29
s3	s3	476	38
s3	s3	477	21
s3	s3	478	44
s3	s3	479	48
s3	s3	480	34
s3	s3	481	44
s3	s3	482	26
s3	s3	483	15
s3	s3	484	35
s3	s3	485	27
s3	s3	486	39
s3	s3	487	17
s3	s3	488	2
s3	s3	489	19
s3	s3	490	17
s3	s3	491	12
s3	s3	492	36
s3	s3	493	29
s3	s3	494	11
s3	s3	495	21
s3	s3	496	13
s3	s3	497	24
s3	s3	498	2
s3	s3	499	39
s3	s3	500	34
s3	s3	501	20
s3	s3	502	35
s3	s3	503	40
s3	s3	504	29
s3	s3	505	34
s3	s3	506	45
s3	s3	507	38
s3	s3	508	5
s3	s3	509	20
s3	s3	510	47
s3	s3	511	36
s3	s3	512	2
s3	s3	513	31
s3	s3	514	26
s3	s3	515	17
s3	s3	516	12
s3	s3	517	7
s3	s3	518	46
s3	s3	519	37
s3	s3	520	43
s3	s3	521	11
s3	s3	522	16
s3	s3	523	24
s3	s3	524	18
s3	s3	525	7
s3	s3	526	32
s3	s3	527	28
s3	s3	528	42
s3	s3	529	1
s3	s3	530	17
s3	s3	531	33
s3	s3	532	47
s3	s3	533	25
s3	s3	534	29
s3	s3	535	46
s3	s3	536	18
s3	s3	537	8
s3	s3	538	7
s3	s3	539	41
s3	s3	540	41
s3	s3	541	36
s3	s3	542	1
s3	s3	543	36
s3	s3	544	18
s3	s3	545	4
s3	s3	546	49
s3	s3	547	9
s3	s3	548	41
s3	s3	549	37
s3	s3	550	46
s3	s3	551	6
s3	s3	552	27
s3	s3	553	38
s3	s3	554	19
s3	s3	555	4
s3	s3	556	4
s3	s3	557	34
s3	s3	558	46
s3	s3	559	31
s3	s3	560	24
s3	s3	561	28
s3	s3	562	10
s3	s3	563	9
s3	s3	564	40
s3	s3	565	22
s3	s3	566	38
s3	s3	567	12
s3	s3	568	32
s3	s3	569	37
s3	s3	570	43
s3	s3	571	28
s3	s3	572	11
s3	s3	573	50
s3	s3	574	38
s3	s3	575	50
s3	s3	576	20
s3	s3	577	36
s3	s3	578	20
s3	s3	579	29
s3	s3	580	41
s3	s3	581	9
s3	s3	582	27
s3	s3	583	21
s3	s3	584	39
s3	s3	585	11
s3	s3	586	4
s3	s3	587	17
s3	s3	588	26
s3	s3	589	28
s3	s3	590	7
s3	s3	591	43
s3	s3	592	6
s3	s3	593	20
s3	s3	594	40
s3	s3	595	3
s3	s3	596	4
s3	s3	597	3
s3	s3	598	34
s3	s3	599	24
s3	s3	600	4
s3	s3	601	5
s3	s3	602	30
s3	s3	603	48
s3	s3	604	17
s3	s3	605	27
s3	s3	606	50
s3	s3	607	1
s3	s3	608	2
s3	s3	609	45
s3	s3	610	29
s3	s3	611	3
s3	s3	612	38
s3	s3	613	8
s3	s3	614	49
s3	s3	615	50
s3	s3	616	23
s3	s3	617	14
s3	s3	618	43
s3	s3	619	46
s3	s3	620	14
s3	s3	621	20
s3	s3	622	11
s3	s3	623	8
s3	s3	624	24
s3	s3	625	42
s3	s3	626	33
s3	s3	627	31
s3	s3	628	7
s3	s3	629	4
s3	s3	630	37
s3	s3	631	35
s3	s3	632	33
s3	s3	633	34
s3	s3	634	28
s3	s3	635	15
s3	s3	636	49
s3	s3	637	33
s3	s3	638	16
s3	s3	639	41
s3	s3	640	42
s3	s3	641	38
s3	s3	642	33
s3	s3	643	5
s3	s3	644	48
s3	s3	645	48
s3	s3	646	1
s3	s3	647	3
s3	s3	648	27
s3	s3	649	18
s3	s3	650	23
s3	s3	651	20
s3	s3	652	29
s3	s3	653	13
s3	s3	654	8
s3	s3	655	46
s3	s3	656	35
s3	s3	657	50
s3	s3	658	4
s3	s3	659	21
s3	s3	660	10
s3	s3	661	11
s3	s3	662	13
s3	s3	663	5
s3	s3	664	14
s3	s3	665	5
s3	s3	666	41
s3	s3	667	30
s3	s3	668	17
s3	s3	669	24
s3	s3	670	28
s3	s3	671	35
s3	s3	672	24
s3	s3	673	16
s3	s3	674	21
s3	s3	675	22
s3	s3	676	19
s3	s3	677	46
s3	s3	678	2
s3	s3	679	19
s3	s3	680	49
s3	s3	681	28
s3	s3	682	28
s3	s3	683	10
s3	s3	684	1
s3	s3	685	3
s3	s3	686	34
s3	s3	687	17
s3	s3	688	9
s3	s3	689	22
s3	s3	690	1
s3	s3	691	20
s3	s3	692	25
s3	s3	693	44
s3	s3	694	30
s3	s3	695	46
s3	s3	696	19
s3	s3	697	16
s3	s3	698	36
s3	s3	699	10
s3	s3	700	20
s3	s3	701	40
s3	s3	702	46
s3	s3	703	29
s3	s3	704	1
s3	s3	705	29
s3	s3	706	25
s3	s3	707	1
s3	s3	708	18
s3	s3	709	46
s3	s3	710	11
s3	s3	711	46
s3	s3	712	31
s3	s3	713	37
s3	s3	714	2
s3	s3	715	20
s3	s3	716	36
s3	s3	717	25
s3	s3	718	10
s3	s3	719	36
s3	s3	720	26
s3	s3	721	49
s3	s3	722	46
s3	s3	723	46
s3	s3	724	25
s3	s3	725	40
s3	s3	726	28
s3	s3	727	32
s3	s3	728	14
s3	s3	729	39
s3	s3	730	33
s3	s3	731	26
s3	s3	732	13
s3	s3	733	39
s3	s3	734	19
s3	s3	735	5
s3	s3	736	32
s3	s3	737	40
s3	s3	738	5
s3	s3	739	19
s3	s3	740	7
s3	s3	741	36
s3	s3	742	33
s3	s3	743	11
s3	s3	744	34
s3	s3	745	30
s3	s3	746	15
s3	s3	747	45
s3	s3	748	10
s3	s3	749	9
s3	s3	750	27
s3	s3	751	48
s3	s3	752	12
s3	s3	753	10
s3	s3	754	34
s3	s3	755	16
s3	s3	756	13
s3	s3	757	46
s3	s3	758	38
s3	s3	759	1
s3	s3	760	20
s3	s3	761	23
s3	s3	762	24
s3	s3	763	46
s3	s3	764	1
s3	s3	765	39
s3	s3	766	21
s3	s3	767	37
s3	s3	768	48
s3	s3	769	43
s3	s3	770	20
s3	s3	771	8
s3	s3	772	46
s3	s3	773	14
s3	s3	774	16
s3	s3	775	3
s3	s3	776	13
s3	s3	777	6
s3	s3	778	36
s3	s3	779	41
s3	s3	780	19
s3	s3	781	28
s3	s3	782	2
s3	s3	783	6
s3	s3	784	13
s3	s3	785	13
s3	s3	786	33
s3	s3	787	21
s3	s3	788	33
s3	s3	789	38
s3	s3	790	29
s3	s3	791	24
s3	s3	792	12
s3	s3	793	2
s3	s3	794	24
s3	s3	795	35
s3	s3	796	12
s3	s3	797	14
s3	s3	798	6
s3	s3	799	32
s3	s3	800	25
s3	s3	801	16
s3	s3	802	40
s3	s3	803	49
s3	s3	804	47
s3	s3	805	50
s3	s3	806	27
s3	s3	807	14
s3	s3	808	32
s3	s3	809	28
s3	s3	810	29
s3	s3	811	30
s3	s3	812	39
s3	s3	813	9
s3	s3	814	32
s3	s3	815	41
s3	s3	816	49
s3	s3	817	8
s3	s3	818	19
s3	s3	819	47
s3	s3	820	30
s3	s3	821	14
s3	s3	822	24
s3	s3	823	16
s3	s3	824	38
s3	s3	825	11
s3	s3	826	8
s3	s3	827	31
s3	s3	828	40
s3	s3	829	6
s3	s3	830	23
s3	s3	831	4
s3	s3	832	39
s3	s3	833	1
s3	s3	834	3
s3	s3	835	24
s3	s3	836	25
s3	s3	837	47
s3	s3	838	48
s3	s3	839	45
s3	s3	840	20
s3	s3	841	22
s3	s3	842	22
s3	s3	843	32
s3	s3	844	13
s3	s3	845	41
s3	s3	846	13
s3	s3	847	38
s3	s3	848	36
s3	s3	849	32
s3	s3	850	22
s3	s3	851	25
s3	s3	852	48
s3	s3	853	35
s3	s3	854	49
s3	s3	855	37
s3	s3	856	30
s3	s3	857	14
s3	s3	858	26
s3	s3	859	39
s3	s3	860	10
s3	s3	861	27
s3	s3	862	7
s3	s3	863	46
s3	s3	864	17
s3	s3	865	31
s3	s3	866	9
s3	s3	867	44
s3	s3	868	44
s3	s3	869	34
s3	s3	870	49
s3	s3	871	40
s3	s3	872	32
s3	s3	873	33
s3	s3	874	8
s3	s3	875	36
s3	s3	876	6
s3	s3	877	48
s3	s3	878	13
s3	s3	879	10
s3	s3	880	2
s3	s3	881	33
s3	s3	882	17
s3	s3	883	13
s3	s3	884	45
s3	s3	885	38
s3	s3	886	48
s3	s3	887	28
s3	s3	888	13
s3	s3	889	46
s3	s3	890	48
s3	s3	891	34
s3	s3	892	11
s3	s3	893	31
s3	s3	894	31
s3	s3	895	6
s3	s3	896	17
s3	s3	897	12
s3	s3	898	39
s3	s3	899	49
s3	s3	900	39
s3	s3	901	34
s3	s3	902	7
s3	s3	903	38
s3	s3	904	15
s3	s3	905	46
s3	s3	906	37
s3	s3	907	14
s3	s3	908	42
s3	s3	909	19
s3	s3	910	19
s3	s3	911	31
s3	s3	912	8
s3	s3	913	13
s3	s3	914	26
s3	s3	915	41
s3	s3	916	42
s3	s3	917	9
s3	s3	918	14
s3	s3	919	10
s3	s3	920	28
s3	s3	921	39
s3	s3	922	16
s3	s3	923	49
s3	s3	924	29
s3	s3	925	11
s3	s3	926	11
s3	s3	927	22
s3	s3	928	5
s3	s3	929	41
s3	s3	930	36
s3	s3	931	30
s3	s3	932	26
s3	s3	933	21
s3	s3	934	43
s3	s3	935	35
s3	s3	936	21
s3	s3	937	20
s3	s3	938	25
s3	s3	939	30
s3	s3	940	22
s3	s3	941	50
s3	s3	942	3
s3	s3	943	32
s3	s3	944	23
s3	s3	945	3
s3	s3	946	9
s3	s3	947	33
s3	s3	948	20
s3	s3	949	36
s3	s3	950	1
s3	s3	951	26
s3	s3	952	16
s3	s3	953	20
s3	s3	954	49
s3	s3	955	37
s3	s3	956	36
s3	s3	957	41
s3	s3	958	15
s3	s3	959	19
s3	s3	960	39
s3	s3	961	34
s3	s3	962	13
s3	s3	963	35
s3	s3	964	36
s3	s3	965	31
s3	s3	966	45
s3	s3	967	32
s3	s3	968	8
s3	s3	969	4
s3	s3	970	25
s3	s3	971	7
s3	s3	972	28
s3	s3	973	5
s3	s3	974	47
s3	s3	975	36
s3	s3	976	27
s3	s3	977	33
s3	s3	978	25
s3	s3	979	22
s3	s3	980	44
s3	s3	981	14
s3	s3	982	29
s3	s3	983	22
s3	s3	984	43
s3	s3	985	21
s3	s3	986	50
s3	s3	987	26
s3	s3	988	33
s3	s3	989	16
s3	s3	990	36
s3	s3	991	22
s3	s3	992	16
s3	s3	993	17
s3	s3	994	21
s3	s3	995	38
s3	s3	996	43
s3	s3	997	1
s3	s3	998	34
s3	s3	999	14
s3	s3	1000	14
s3	s3	1001	7
s3	s3	1002	22
s3	s3	1003	4
s3	s3	1004	31
s3	s3	1005	33
s3	s3	1006	24
s3	s3	1007	23
s3	s3	1008	16
s3	s3	1009	29
s3	s3	1010	3
s3	s3	1011	13
s3	s3	1012	50
s3	s3	1013	19
s3	s3	1014	30
s3	s3	1015	49
s3	s3	1016	42
s3	s3	1017	31
s3	s3	1018	15
s3	s3	1019	15
s3	s3	1020	30
s3	s3	1021	10
s3	s3	1022	13
s3	s3	1023	28
s3	s3	1024	50
s3	s3	1025	16
s3	s3	1026	1
s3	s3	1027	38
s3	s3	1028	44
s3	s3	1029	15
s3	s3	1030	26
s3	s3	1031	9
s3	s3	1032	34
s3	s3	1033	19
s3	s3	1034	50
s3	s3	1035	41
s3	s3	1036	10
s3	s3	1037	6
s3	s3	1038	4
s3	s3	1039	11
s3	s3	1040	33
s3	s3	1041	13
s3	s3	1042	40
s3	s3	1043	13
s3	s3	1044	3
s3	s3	1045	24
s3	s3	1046	43
s3	s3	1047	45
s3	s3	1048	20
s3	s3	1049	39
s3	s3	1050	33
s3	s3	1051	50
s3	s3	1052	13
s3	s3	1053	45
s3	s3	1054	37
s3	s3	1055	18
s3	s3	1056	26
s3	s3	1057	42
s3	s3	1058	32
s3	s3	1059	5
s3	s3	1060	38
s3	s3	1061	31
s3	s3	1062	23
s3	s3	1063	41
s3	s3	1064	43
s3	s3	1065	14
s3	s3	1066	10
s3	s3	1067	19
s3	s3	1068	1
s3	s3	1069	38
s3	s3	1070	17
s3	s3	1071	39
s3	s3	1072	27
s3	s3	1073	11
s3	s3	1074	44
s3	s3	1075	30
s3	s3	1076	13
s3	s3	1077	40
s3	s3	1078	26
s3	s3	1079	28
s3	s3	1080	48
s3	s3	1081	3
s3	s3	1082	34
s3	s3	1083	26
s3	s3	1084	27
s3	s3	1085	37
s3	s3	1086	27
s3	s3	1087	22
s3	s3	1088	48
s3	s3	1089	4
s3	s3	1090	4
s3	s3	1091	19
s3	s3	1092	37
s3	s3	1093	34
s3	s3	1094	26
s3	s3	1095	34
s3	s3	1096	49
s3	s3	1097	13
s3	s3	1098	36
s3	s3	1099	15
s3	s3	1100	22
s3	s3	1101	36
s3	s3	1102	25
s3	s3	1103	23
s3	s3	1104	9
s3	s3	1105	36
s3	s3	1106	22
s3	s3	1107	3
s3	s3	1108	44
s3	s3	1109	34
s3	s3	1110	30
s3	s3	1111	10
s3	s3	1112	25
s3	s3	1113	26
s3	s3	1114	17
s3	s3	1115	20
s3	s3	1116	33
s3	s3	1117	28
s3	s3	1118	44
s3	s3	1119	32
s3	s3	1120	18
s3	s3	1121	38
s3	s3	1122	30
s3	s3	1123	26
s3	s3	1124	13
s3	s3	1125	40
s3	s3	1126	4
s3	s3	1127	41
s3	s3	1128	12
s3	s3	1129	11
s3	s3	1130	45
s3	s3	1131	48
s3	s3	1132	47
s3	s3	1133	33
s3	s3	1134	22
s3	s3	1135	37
s3	s3	1136	28
s3	s3	1137	24
s3	s3	1138	6
s3	s3	1139	22
s3	s3	1140	21
s3	s3	1141	49
s3	s3	1142	4
s3	s3	1143	43
s3	s3	1144	45
s3	s3	1145	48
s3	s3	1146	6
s3	s3	1147	50
s3	s3	1148	14
s3	s3	1149	32
s3	s3	1150	23
s3	s3	1151	36
s3	s3	1152	33
s3	s3	1153	23
s3	s3	1154	16
s3	s3	1155	20
s3	s3	1156	29
s3	s3	1157	28
s3	s3	1158	14
s3	s3	1159	3
s3	s3	1160	33
s3	s3	1161	23
s3	s3	1162	15
s3	s3	1163	50
s3	s3	1164	31
s3	s3	1165	2
s3	s3	1166	9
s3	s3	1167	40
s3	s3	1168	22
s3	s3	1169	30
s3	s3	1170	38
s3	s3	1171	2
s3	s3	1172	11
s3	s3	1173	9
s3	s3	1174	34
s3	s3	1175	6
s3	s3	1176	49
s3	s3	1177	5
s3	s3	1178	20
s3	s3	1179	41
s3	s3	1180	18
s3	s3	1181	20
s3	s3	1182	26
s3	s3	1183	47
s3	s3	1184	2
s3	s3	1185	26
s3	s3	1186	33
s3	s3	1187	26
s3	s3	1188	24
s3	s3	1189	11
s3	s3	1190	16
s3	s3	1191	3
s3	s3	1192	4
s3	s3	1193	6
s3	s3	1194	37
s3	s3	1195	25
s3	s3	1196	3
s3	s3	1197	14
s3	s3	1198	48
s3	s3	1199	44
s3	s3	1200	16
s3	s3	1201	38
s3	s3	1202	2
s3	s3	1203	25
s3	s3	1204	31
s3	s3	1205	6
s3	s3	1206	16
s3	s3	1207	36
s3	s3	1208	10
s3	s3	1209	2
s3	s3	1210	7
s3	s3	1211	18
s3	s3	1212	2
s3	s3	1213	46
s3	s3	1214	27
s3	s3	1215	42
s3	s3	1216	1
s3	s3	1217	36
s3	s3	1218	22
s3	s3	1219	4
s3	s3	1220	6
s3	s3	1221	28
s3	s3	1222	4
s3	s3	1223	1
s3	s3	1224	14
s3	s3	1225	24
s3	s3	1226	2
s3	s3	1227	18
s3	s3	1228	48
s3	s3	1229	42
s3	s3	1230	37
s3	s3	1231	50
s3	s3	1232	34
s3	s3	1233	33
s3	s3	1234	47
s3	s3	1235	9
s3	s3	1236	1
s3	s3	1237	1
s3	s3	1238	46
s3	s3	1239	1
s3	s3	1240	2
s3	s3	1241	45
s3	s3	1242	50
s3	s3	1243	18
s3	s3	1244	21
s3	s3	1245	39
s3	s3	1246	48
s3	s3	1247	26
s3	s3	1248	26
s3	s3	1249	23
s3	s3	1250	6
s3	s3	1251	11
s3	s3	1252	27
s3	s3	1253	4
s3	s3	1254	35
s3	s3	1255	41
s3	s3	1256	41
s3	s3	1257	27
s3	s3	1258	36
s3	s3	1259	49
s3	s3	1260	42
s3	s3	1261	14
s3	s3	1262	43
s3	s3	1263	50
s3	s3	1264	31
s3	s3	1265	46
s3	s3	1266	1
s3	s3	1267	17
s3	s3	1268	18
s3	s3	1269	28
s3	s3	1270	15
s3	s3	1271	8
s3	s3	1272	50
s3	s3	1273	21
s3	s3	1274	50
s3	s3	1275	34
s3	s3	1276	25
s3	s3	1277	36
s3	s3	1278	5
s3	s3	1279	36
s3	s3	1280	45
s3	s3	1281	42
s3	s3	1282	43
s3	s3	1283	24
s3	s3	1284	4
s3	s3	1285	41
s3	s3	1286	34
s3	s3	1287	27
s3	s3	1288	3
s3	s3	1289	4
s3	s3	1290	44
s3	s3	1291	18
s3	s3	1292	49
s3	s3	1293	34
s3	s3	1294	41
s3	s3	1295	3
s3	s3	1296	42
s3	s3	1297	8
s3	s3	1298	12
s3	s3	1299	22
s3	s3	1300	18
s3	s3	1301	6
s3	s3	1302	37
s3	s3	1303	49
s3	s3	1304	35
s3	s3	1305	46
s3	s3	1306	30
s3	s3	1307	31
s3	s3	1308	4
s3	s3	1309	14
s3	s3	1310	49
s3	s3	1311	36
s3	s3	1312	15
s3	s3	1313	49
s3	s3	1314	11
s3	s3	1315	33
s3	s3	1316	31
s3	s3	1317	49
s3	s3	1318	23
s3	s3	1319	17
s3	s3	1320	35
s3	s3	1321	22
s3	s3	1322	21
s3	s3	1323	27
s3	s3	1324	31
s3	s3	1325	38
s3	s3	1326	33
s3	s3	1327	8
s3	s3	1328	23
s3	s3	1329	24
s3	s3	1330	25
s3	s3	1331	13
s3	s3	1332	4
s3	s3	1333	17
s3	s3	1334	36
s3	s3	1335	19
s3	s3	1336	29
s3	s3	1337	4
s3	s3	1338	14
s3	s3	1339	5
s3	s3	1340	48
s3	s3	1341	22
s3	s3	1342	1
s3	s3	1343	11
s3	s3	1344	38
s3	s3	1345	50
s3	s3	1346	48
s3	s3	1347	8
s3	s3	1348	11
s3	s3	1349	19
s3	s3	1350	11
s3	s3	1351	15
s3	s3	1352	18
s3	s3	1353	24
s3	s3	1354	30
s3	s3	1355	14
s3	s3	1356	26
s3	s3	1357	5
s3	s3	1358	31
s3	s3	1359	45
s3	s3	1360	21
